5 	 0.00000000 	 464.88591133
10 	 0.00000342 	 555.98913488
50 	 0.00034157 	 724.58602141
100 	 0.00265892 	 748.42319634
500 	 0.33489768 	 745.75017110
1000 	 2.60002232 	 768.83955484
1200 	 4.50779057 	 766.35326105
1500 	 8.95451498 	 273.91575193
2500 	 41.82057961 	 336.29091102
5000 	 334.57856766 	 374.86247040
10000 	 2678.41446002 	 373.04630592
